DECLARE @temp TABLE ([hha_id] [varchar](50), [hha_comments] [varchar](max), [hha_date] [datetime], [hha_num_of_meals] [int], 
[hh_id] [varchar](50), [hhm_id] [varchar](50), [icc_id] [varchar](50), [ics_id] [varchar](50), [osn_id_disagreement] [varchar](50), [swk_id] [varchar](50), 
[yn_id_child_separation] [varchar](50), [yn_id_financial_savings] [varchar](50), [yn_id_food_body_building] [varchar](50), [yn_id_food_energy] [varchar](50), 
[yn_id_food_protective] [varchar](50), [yn_id_water] [varchar](50), [ynna_id_expenses_food] [varchar](50), [ynna_id_expenses_health] [varchar](50), 
[ynna_id_expenses_school] [varchar](50), [ynns_id_assets] [varchar](50), [yns_id_latrine] [varchar](50), 
[usr_id_create] [varchar](50), [usr_id_update] [varchar](50), [usr_date_create] [datetime], [usr_date_update] [datetime], [ofc_id] [varchar](50))
INSERT INTO @temp (hha_id, hha_comments, hha_date, hha_num_of_meals, hh_id, hhm_id, icc_id, ics_id, osn_id_disagreement, swk_id, yn_id_child_separation, yn_id_financial_savings, yn_id_food_body_building, yn_id_food_energy, yn_id_food_protective, yn_id_water, ynna_id_expenses_food, ynna_id_expenses_health, ynna_id_expenses_school, ynns_id_assets, yns_id_latrine, usr_id_create, usr_id_update, usr_date_create, usr_date_update, ofc_id) 
SELECT N'1175', N'', N'18 Mar 2016 00:00:00:000', 3, N'5307', N'IMPORT6388', N'2', N'1', N'0', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'0', N'0', N'0', N'1', N'1', N'0', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1180', N'', N'20 Mar 2016 00:00:00:000', 3, N'28410', N'IMPORT6418', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1183', N'', N'19 Mar 2016 00:00:00:000', 2, N'28351', N'IMPORT6431', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1192', N'', N'18 Mar 2016 00:00:00:000', 2, N'5243', N'IMPORT5243-1', N'2', N'1', N'1', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'1', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1193', N'', N'17 Mar 2016 00:00:00:000', 2, N'28287', N'IMPORT6468', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1222', N'', N'18 Mar 2016 00:00:00:000', 3, N'5332', N'IMPORT6639', N'2', N'3', N'0', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'0', N'0', N'0', N'1', N'0', N'1', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1224', N'', N'19 Mar 2016 00:00:00:000', 2, N'28282', N'IMPORT6663', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1225', N'', N'19 Mar 2016 00:00:00:000', 2, N'28282', N'IMPORT6663', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1237', N'', N'19 Mar 2016 00:00:00:000', 2, N'28272', N'IMPORT6736', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1255', N'', N'22 Mar 2016 00:00:00:000', 2, N'28431', N'IMPORT6835', N'2', N'1', N'2', N'c98a5d7d-f6d2-4f36-a587-d112460c2d85', N'0', N'1', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1262', N'', N'18 Mar 2016 00:00:00:000', 2, N'5018', N'IMPORT6863', N'2', N'3', N'2', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1268', N'', N'22 Mar 2016 00:00:00:000', 2, N'28406', N'IMPORT6887', N'2', N'1', N'0', N'c98a5d7d-f6d2-4f36-a587-d112460c2d85', N'0', N'1', N'1', N'1', N'0', N'0', N'0', N'2', N'0', N'2', N'0', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1278', N'', N'18 Mar 2016 00:00:00:000', 2, N'4907', N'IMPORT6946', N'2', N'3', N'0', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'0', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1284', N'', N'18 Mar 2016 00:00:00:000', 3, N'28311', N'IMPORT6977', N'2', N'1', N'2', N'-1', N'0', N'0', N'1', N'1', N'0', N'0', N'1', N'1', N'2', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1302', N'', N'21 Mar 2016 00:00:00:000', 3, N'28230', N'IMPORT7070', N'2', N'1', N'0', N'-1', N'1', N'0', N'1', N'1', N'0', N'0', N'1', N'0', N'0', N'2', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1312', N'', N'18 Mar 2016 00:00:00:000', 3, N'5113', N'IMPORT7116', N'2', N'1', N'2', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'1', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1321', N'', N'17 Mar 2016 00:00:00:000', 3, N'28180', N'IMPORT7174', N'2', N'1', N'2', N'-1', N'0', N'0', N'1', N'1', N'0', N'1', N'2', N'0', N'2', N'1', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1331', N'', N'18 Mar 2016 00:00:00:000', 3, N'5093', N'IMPORT7240', N'1', N'1', N'2', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'1', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'0', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1344', N'', N'18 Mar 2016 00:00:00:000', 3, N'5070', N'IMPORT7320', N'3', N'3', N'0', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'0', N'0', N'0', N'1', N'1', N'0', N'0', N'0', N'0', N'1', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1349', N'', N'20 Mar 2016 00:00:00:000', 3, N'28405', N'IMPORT7347', N'2', N'1', N'2', N'-1', N'0', N'1', N'1', N'1', N'0', N'0', N'0', N'2', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1358', N'', N'20 Mar 2016 00:00:00:000', 3, N'28145', N'IMPORT7404', N'2', N'2', N'0', N'-1', N'0', N'1', N'1', N'1', N'0', N'0', N'1', N'1', N'1', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1363', N'', N'19 Mar 2016 00:00:00:000', 3, N'28203', N'IMPORT7434', N'2', N'1', N'2', N'-1', N'0', N'1', N'1', N'1', N'0', N'0', N'0', N'2', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1364', N'', N'18 Mar 2016 00:00:00:000', 2, N'5196', N'IMPORT7436', N'2', N'3', N'0', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'0', N'0', N'0', N'1', N'0', N'1', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1385', N'', N'22 Mar 2016 00:00:00:000', 3, N'28161', N'IMPORT7563', N'2', N'1', N'2', N'-1', N'1', N'1', N'1', N'1', N'0', N'0', N'2', N'2', N'2', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1393', N'', N'18 Mar 2016 00:00:00:000', 2, N'5378', N'IMPORT7606', N'3', N'1', N'0', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1399', N'', N'22 Mar 2016 00:00:00:000', 3, N'28206', N'IMPORT7639', N'2', N'1', N'2', N'-1', N'0', N'1', N'1', N'1', N'0', N'1', N'1', N'2', N'2', N'2', N'0', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1404', N'', N'22 Mar 2016 00:00:00:000', 3, N'28373', N'IMPORT7677', N'2', N'1', N'0', N'-1', N'0', N'0', N'1', N'1', N'0', N'1', N'2', N'2', N'2', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1405', N'', N'22 Mar 2016 00:00:00:000', 3, N'28373', N'IMPORT7677', N'2', N'1', N'0', N'-1', N'0', N'0', N'1', N'1', N'0', N'1', N'2', N'2', N'2', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1410', N'', N'21 Mar 2016 00:00:00:000', 2, N'5357', N'IMPORT7715', N'2', N'1', N'0', N'4dc45fd1-8031-4386-b070-6d0c7e489fc1', N'0', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1428', N'', N'18 Mar 2016 00:00:00:000', 2, N'28463', N'IMPORT7796', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1433', N'', N'17 Mar 2016 00:00:00:000', 2, N'28301', N'IMPORT7819', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1437', N'', N'17 Mar 2016 00:00:00:000', 2, N'28336', N'IMPORT7841', N'2', N'1', N'0', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'1', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1440', N'', N'23 Mar 2016 00:00:00:000', 3, N'28561', N'IMPORT7860', N'2', N'1', N'2', N'-1', N'0', N'1', N'1', N'1', N'0', N'1', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1443', N'', N'17 Mar 2016 00:00:00:000', 2, N'28313', N'IMPORT7873', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1444', N'', N'20 Mar 2016 00:00:00:000', 2, N'6043', N'IMPORT7876', N'3', N'1', N'0', N'-1', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1448', N'', N'20 Mar 2016 00:00:00:000', 3, N'6024', N'IMPORT7898', N'2', N'1', N'0', N'-1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1452', N'', N'20 Mar 2016 00:00:00:000', 3, N'28349', N'IMPORT7912', N'2', N'1', N'0', N'-1', N'0', N'0', N'1', N'1', N'1', N'1', N'2', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1454', N'', N'18 Mar 2016 00:00:00:000', 2, N'28319', N'IMPORT7928', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'0', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1458', N'', N'18 Mar 2016 00:00:00:000', 4, N'28442', N'IMPORT7948', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'1', N'1', N'1', N'1', N'0', N'1', N'0', N'0', N'1', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1463', N'', N'20 Mar 2016 00:00:00:000', 3, N'28340', N'IMPORT7971', N'2', N'1', N'2', N'-1', N'0', N'1', N'1', N'1', N'1', N'1', N'2', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1465', N'', N'18 Mar 2016 00:00:00:000', 2, N'28387', N'IMPORT7980', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1469', N'', N'18 Mar 2016 00:00:00:000', 3, N'28543', N'IMPORT8002', N'2', N'1', N'2', N'-1', N'0', N'0', N'1', N'1', N'1', N'1', N'2', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1475', N'', N'18 Mar 2016 00:00:00:000', 3, N'28556', N'IMPORT8032', N'3', N'1', N'2', N'-1', N'0', N'1', N'1', N'1', N'1', N'1', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1484', N'', N'19 Mar 2016 00:00:00:000', 3, N'5160', N'IMPORT8073', N'2', N'1', N'0', N'-1', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1486', N'', N'22 Mar 2016 00:00:00:000', 3, N'28438', N'IMPORT8088', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1488', N'', N'18 Mar 2016 00:00:00:000', 2, N'5284', N'IMPORT8099', N'2', N'1', N'2', N'dcaa4751-b48a-4407-a70c-4f16af9342c8', N'1', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1495', N'', N'19 Mar 2016 00:00:00:000', 3, N'5185', N'IMPORT8133', N'3', N'1', N'0', N'-1', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'0', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1497', N'', N'22 Mar 2016 00:00:00:000', 3, N'28590', N'IMPORT8141', N'2', N'1', N'2', N'-1', N'0', N'0', N'1', N'1', N'1', N'1', N'2', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1501', N'', N'17 Mar 2016 00:00:00:000', 2, N'28279', N'IMPORT8163', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'1', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1505', N'', N'21 Mar 2016 00:00:00:000', 3, N'28520', N'IMPORT8187', N'2', N'1', N'2', N'-1', N'0', N'0', N'1', N'1', N'1', N'1', N'2', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1512', N'', N'19 Mar 2016 00:00:00:000', 2, N'28344', N'IMPORT8219', N'2', N'1', N'0', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'1', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1522', N'', N'22 Mar 2016 00:00:00:000', 3, N'28576', N'IMPORT8266', N'2', N'1', N'2', N'-1', N'0', N'0', N'1', N'1', N'1', N'1', N'2', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1525', N'', N'18 Mar 2016 00:00:00:000', 3, N'5236', N'IMPORT8279', N'2', N'1', N'0', N'-1', N'0', N'1', N'0', N'1', N'0', N'0', N'0', N'0', N'2', N'1', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1528', N'', N'19 Mar 2016 00:00:00:000', 2, N'28328', N'IMPORT8300', N'2', N'1', N'2', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1531', N'', N'22 Mar 2016 00:00:00:000', 3, N'28577', N'IMPORT8316', N'2', N'1', N'0', N'-1', N'0', N'0', N'1', N'1', N'1', N'0', N'2', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1536', N'', N'22 Mar 2016 00:00:00:000', 3, N'28363', N'IMPORT8344', N'2', N'1', N'0', N'5a73ddef-9ee2-4f4b-bc56-f90b120850b1', N'0', N'0', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'0', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1538', N'', N'19 Mar 2016 00:00:00:000', 2, N'5101', N'IMPORT8351', N'2', N'1', N'0', N'-1', N'0', N'1', N'0', N'1', N'0', N'0', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1549', N'', N'19 Mar 2016 00:00:00:000', 3, N'28492', N'IMPORT8423', N'2', N'1', N'0', N'-1', N'0', N'1', N'1', N'1', N'1', N'1', N'0', N'0', N'0', N'2', N'1', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1560', N'', N'21 Mar 2016 00:00:00:000', 3, N'28375', N'IMPORT8495', N'2', N'1', N'2', N'-1', N'0', N'1', N'1', N'1', N'1', N'1', N'1', N'0', N'1', N'2', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
SELECT N'1572', N'', N'22 Mar 2016 00:00:00:000', 1, N'28581', N'IMPORT8553', N'3', N'1', N'1', N'-1', N'1', N'1', N'1', N'1', N'1', N'1', N'0', N'0', N'0', N'2', N'2', N'', N'', GETDATE(), GETDATE(), N'IMPORT' UNION ALL 
